word,pos
characteristics,NOUN
and,CCONJ
some,DET
symptoms,NOUN
in,ADP
IBS,PROPN
.,PUNCT
Clarithromycin,PROPN
-,PUNCT
induced,VERB
ventricular,ADJ
tachycardia,NOUN
.,PUNCT
Clarithromycin,PROPN
is,VERB
a,DET
relatively,ADV
new,ADJ
macrolide,ADJ
antibiotic,NOUN
that,ADJ
offers,VERB
twice,ADV
-,PUNCT
daily,ADJ
dosing,NOUN
.,PUNCT
It,PRON
differs,VERB
from,ADP
erythromycin,NOUN
only,ADV
in,ADP
the,DET
methylation,NOUN
of,ADP
the,DET
hydroxyl,NOUN
group,NOUN
at,ADP
position,NOUN
6,NUM
.,PUNCT
Although,ADP
the,DET
side,NOUN
-,PUNCT
effect,NOUN
profile,NOUN
of,ADP
erythromycin,NOUN
is,VERB
established,VERB
",",PUNCT
including,VERB
gastroenteritis,NOUN
and,CCONJ
interactions,NOUN
with,ADP
other,ADJ
drugs,NOUN
subject,ADJ
to,ADP
hepatic,ADJ
mixed,ADJ
-,PUNCT
function,NOUN
oxidase,NOUN
metabolism,NOUN
",",PUNCT
experience,NOUN
with,ADP
the,DET
newer,NOUN
macrolides,NOUN
is,VERB
still,ADV
being,VERB
recorded,VERB
.,PUNCT
Cardiotoxicity,PROPN
has,VERB
been,VERB
demonstrated,VERB
after,ADP
both,DET
intravenous,ADJ
and,CCONJ
oral,ADJ
administration,NOUN
of,ADP
erythromycin,NOUN
but,CCONJ
has,VERB
never,ADV
been,VERB
reported,VERB
with,ADP
the,DET
newer,NOUN
macrolides,NOUN
.,PUNCT
We,PRON
report,VERB
a,DET
case,NOUN
of,ADP
ventricular,ADJ
dysrhythmias,NOUN
that,ADJ
occurred,VERB
after,ADP
six,NUM
therapeutic,ADJ
doses,NOUN
of,ADP
clarithromycin,NOUN
.,PUNCT
The,DET
dysrhythmias,NOUN
resolved,VERB
after,ADP
discontinuation,NOUN
of,ADP
the,DET
drug,NOUN
.,PUNCT
Persistent,ADJ
nephrogenic,ADJ
diabetes,NOUN
insipidus,ADV
following,VERB
lithium,NOUN
therapy,NOUN
.,PUNCT
We,PRON
report,VERB
the,DET
case,NOUN
of,ADP
a,DET
patient,NOUN
who,NOUN
developed,VERB
severe,ADJ
hypernatraemic,ADJ
dehydration,NOUN
following,VERB
a,DET
head,NOUN
injury,NOUN
.,PUNCT
Ten,NUM
years,NOUN
previously,ADV
he,PRON
had,VERB
been,VERB
diagnosed,VERB
to,PART
have,VERB
lithium,NOUN
-,PUNCT
induced,VERB
nephrogenic,ADJ
diabetes,NOUN
insipidus,NOUN
",",PUNCT
and,CCONJ
lithium,NOUN
therapy,NOUN
had,VERB
been,VERB
discontinued,VERB
.,PUNCT
He,PRON
remained,VERB
thirsty,ADJ
and,CCONJ
polyuric,ADJ
despite,ADP
cessation,NOUN
of,ADP
lithium,NOUN
and,CCONJ
investigations,NOUN
on,ADP
admission,NOUN
showed,VERB
him,PRON
to,PART
have,VERB
normal,ADJ
osmoregulated,VERB
thirst,NOUN
and,CCONJ
vasopressin,NOUN
secretion,NOUN
",",PUNCT
with,ADP
clear,ADJ
evidence,NOUN
of,ADP
nephrogenic,ADJ
diabetes,NOUN
insipidus,VERB
.,PUNCT
Lithium,NOUN
induced,VERB
nephrogenic,ADJ
diabetes,NOUN
insipidus,NOUN
is,VERB
considered,VERB
to,PART
be,VERB
reversible,ADJ
on,ADP
cessation,NOUN
of,ADP
therapy,NOUN
but,CCONJ
polyuria,NOUN
persisted,VERB
in,ADP
this,DET
patient,NOUN
for,ADP
ten,NUM
years,NOUN
after,ADP
lithium,NOUN
was,VERB
stopped,VERB
.,PUNCT
We,PRON
discuss,VERB
the,DET
possible,ADJ
renal,ADJ
mechanisms,NOUN
and,CCONJ
the,DET
implications,NOUN
for,ADP
management,NOUN
of,ADP
patients,NOUN
with,ADP
lithium,NOUN
-,PUNCT
induced,VERB
nephrogenic,ADJ
diabetes,NOUN
insipidus,NOUN
.,PUNCT
Late,ADJ
cardiotoxicity,NOUN
after,ADP
treatment,NOUN
for,ADP
a,DET
malignant,ADJ
bone,NOUN
tumor,NOUN
.,PUNCT
Cardiac,PROPN
function,NOUN
was,VERB
assessed,VERB
in,ADP
long,ADJ
-,PUNCT
term,NOUN
survivors,NOUN
of,ADP
malignant,ADJ
bone,NOUN
tumors,NOUN
who,NOUN
were,VERB
treated,VERB
according,VERB
to,ADP
Rosen,PROPN
's,PART
T5,PROPN
or,CCONJ
T10,PROPN
protocol,NOUN
",",PUNCT
both,DET
including,VERB
doxorubicin,NOUN
.,PUNCT
Cumulative,ADJ
doses,NOUN
of,ADP
doxorubicin,NOUN
were,VERB
225,NUM
-,SYM
550,NUM
mg,NUM
/,SYM
m2,NOUN
(,PUNCT
median,ADJ
dose,NOUN
360,NUM
),PUNCT
.,PUNCT
Eighteen,NUM
of,ADP
31,NUM
(,PUNCT
58%,NUM
),PUNCT
patients,NOUN
showed,VERB
cardiac,ADJ
toxicity,NOUN
",",PUNCT
defined,VERB
as,ADP
having,VERB
one,NUM
or,CCONJ
more,ADJ
of,ADP
the,DET
following,ADJ
abnormalities,NOUN
:,PUNCT
late,ADJ
potentials,NOUN
",",PUNCT
complex,ADJ
ventricular,ADJ
arrhythmias,NOUN
",",PUNCT
left,VERB
ventricular,ADJ
dilation,NOUN
",",PUNCT
decreased,VERB
shortening,VERB
fraction,NOUN
",",PUNCT
or,CCONJ
decreased,VERB
ejection,NOUN
fraction,NOUN
.,PUNCT
The,DET
incidence,NOUN
of,ADP
cardiac,ADJ
abnormalities,NOUN
increased,VERB
with,ADP
length,NOUN
of,ADP
follow,NOUN
-,PUNCT
up,NOUN
(,PUNCT
P,PROPN
<,PROPN
or,CCONJ
=,SYM
.05,NUM
),PUNCT
.,PUNCT
No,DET
correlation,NOUN
could,VERB
be,VERB
demonstrated,VERB
between,ADP
cumulative,ADJ
dose,NOUN
of,ADP
doxorubicin,NOUN
and,CCONJ
cardiac,ADJ
status,NOUN
",",PUNCT
except,ADP
for,ADP
heart,NOUN
rate,NOUN
variability,NOUN
.,PUNCT
The,DET
incidence,NOUN
of,ADP
doxorubicin,NOUN
-,PUNCT
induced,VERB
cardiotoxicity,NOUN
is,VERB
high,ADJ
and,CCONJ
increases,VERB
with,ADP
follow,NOUN
-,PUNCT
up,NOUN
",",PUNCT
irrespective,ADV
of,ADP
cumulative,ADJ
dose,NOUN
.,PUNCT
The,DET
results,NOUN
of,ADP
our,ADJ
study,NOUN
suggest,VERB
that,ADP
heart,NOUN
rate,NOUN
variability,NOUN
and,CCONJ
LVPW,PROPN
index,NOUN
could,VERB
be,VERB
sensitive,ADJ
indicators,NOUN
for,ADP
cardiotoxicity,NOUN
.,PUNCT
Venous,ADJ
complications,NOUN
of,ADP
midazolam,NOUN
versus,ADP
diazepam,NOUN
.,PUNCT
Although,ADP
some,DET
studies,NOUN
have,VERB
suggested,VERB
fewer,ADJ
venous,ADJ
complications,NOUN
are,VERB
associated,VERB
with,ADP
midazolam,NOUN
than,ADP
with,ADP
diazepam,NOUN
for,ADP
endoscopic,NOUN
procedures,NOUN
",",PUNCT
this,DET
variable,NOUN
has,VERB
not,ADV
been,VERB
well,ADV
documented,VERB
.,PUNCT
We,PRON
prospectively,ADV
evaluated,VERB
the,DET
incidence,NOUN
of,ADP
venous,ADJ
complications,NOUN
after,ADP
intravenous,ADJ
injection,NOUN
of,ADP
diazepam,NOUN
or,CCONJ
midazolam,NOUN
in,ADP
122,NUM
consecutive,ADJ
patients,NOUN
undergoing,VERB
colonoscopy,NOUN
and,CCONJ
esophagogastroduodenoscopy,NOUN
.,PUNCT
Overall,ADV
",",PUNCT
venous,ADJ
complications,NOUN
were,VERB
more,ADV
frequent,ADJ
with,ADP
diazepam,NOUN
(,PUNCT
22,NUM
of,ADP
62,NUM
patients,NOUN
),PUNCT
than,ADP
with,ADP
midazolam,NOUN
(,PUNCT
4,NUM
of,ADP
60,NUM
patients,NOUN
),PUNCT
(,PUNCT
p,NOUN
<,X
0.001,NUM
),PUNCT
.,PUNCT
A,DET
palpable,ADJ
venous,ADJ
cord,NOUN
was,VERB
present,ADJ
in,ADP
23%,NUM
(,PUNCT
14,NUM
of,ADP
62,NUM
),PUNCT
of,ADP
patients,NOUN
in,ADP
the,DET
diazepam,NOUN
group,NOUN
",",PUNCT
compared,VERB
with,ADP
2%,NUM
(,PUNCT
1,NUM
of,ADP
60,NUM
patients,NOUN
),PUNCT
in,ADP
the,DET
midazolam,NOUN
group,NOUN
(,PUNCT
p,NOUN
Pain,PROPN
at,ADP
the,DET
injection,NOUN
site,NOUN
occurred,VERB
in,ADP
35%,NUM
(,PUNCT
22,NUM
of,ADP
62,NUM
),PUNCT
of,ADP
patients,NOUN
in,ADP
the,DET
diazepam,NOUN
group,NOUN
compared,VERB
with,ADP
7%,NUM
(,PUNCT
4,NUM
of,ADP
60,NUM
patients,NOUN
),PUNCT
in,ADP
the,DET
midazolam,NOUN
group,NOUN
Swelling,VERB
and,CCONJ
warmth,NOUN
at,ADP
the,DET
injection,NOUN
site,NOUN
were,VERB
not,ADV
significantly,ADV
different,ADJ
between,ADP
the,DET
two,NUM
groups,NOUN
.,PUNCT
Smoking,VERB
",",PUNCT
nonsteroidal,ADJ
anti,ADJ
-,PUNCT
inflammatory,ADJ
drug,NOUN
use,NOUN
",",PUNCT
intravenous,ADJ
catheter,NOUN
site,NOUN
",",PUNCT
dwell,ADJ
time,NOUN
of,ADP
the,DET
needle,NOUN
",",PUNCT
alcohol,NOUN
use,NOUN
",",PUNCT
and,CCONJ
pain,NOUN
during,ADP
the,DET
injection,NOUN
had,VERB
no,DET
effect,NOUN
on,ADP
the,DET
incidence,NOUN
of,ADP
venous,ADJ
complications,NOUN
.,PUNCT
Tetany,PROPN
and,CCONJ
rhabdomyolysis,NOUN
due,ADJ
to,ADP
surreptitious,ADJ
furosemide,NOUN
--,PUNCT
importance,NOUN
of,ADP
magnesium,NOUN
supplementation,NOUN
.,PUNCT
Diuretics,NOUN
may,VERB
induce,VERB
hypokalemia,NOUN
",",PUNCT
hypocalcemia,NOUN
and,CCONJ
hypomagnesemia,NOUN
.,PUNCT
While,ADP
severe,ADJ
hypokalemia,NOUN
may,VERB
cause,VERB
muscle,NOUN
weakness,NOUN
",",PUNCT
severe,ADJ
hypomagnesemia,NOUN
is,VERB
associated,VERB
with,ADP
muscle,NOUN
spasms,NOUN
and,CCONJ
tetany,DET
which,ADJ
can,VERB
not,ADV
be,VERB
corrected,VERB
by,ADP
potassium,NOUN
and,CCONJ
calcium,NOUN
supplementation,NOUN
alone,ADV
(,PUNCT
"1,2",NUM
),PUNCT
.,PUNCT
Surreptitious,ADJ
diuretic,NOUN
ingestion,NOUN
has,VERB
been,VERB
described,VERB
",",PUNCT
mainly,ADV
in,ADP
women,NOUN
who,NOUN
are,VERB
concerned,VERB
that,ADP
they,PRON
are,VERB
obese,ADJ
or,CCONJ
edematous,ADJ
.,PUNCT
Symptomatic,ADJ
hypokalemia,NOUN
has,VERB
been,VERB
reported,VERB
in,ADP
such,ADJ
patients,NOUN
(,PUNCT
3,NUM
-,SYM
7,NUM
),PUNCT
and,CCONJ
in,ADP
one,NUM
case,NOUN
hypocalcemia,NOUN
was,VERB
observed,VERB
(,PUNCT
8),NUM
",",PUNCT
but,CCONJ
the,DET
effects,NOUN
of,ADP
magnesium,NOUN
depletion,NOUN
were,VERB
not,ADV
noted,VERB
in,ADP
these,DET
patients,NOUN
.,PUNCT
Loss,NOUN
of,ADP
glutamate,NOUN
decarboxylase,NOUN
mRNA,NOUN
-,PUNCT
containing,VERB
neurons,NOUN
in,ADP
the,DET
rat,NOUN
dentate,NOUN
gyrus,NOUN
following,VERB
pilocarpine,NOUN
-,PUNCT
induced,VERB
seizures,NOUN
.,PUNCT
In,ADP
situ,NOUN
hybridization,NOUN
methods,NOUN
were,VERB
used,VERB
to,PART
determine,VERB
if,ADP
glutamic,ADJ
acid,NOUN
decarboxylase,NOUN
(,PUNCT
GAD,PROPN
),PUNCT
mRNA,PROPN
-,PUNCT
containing,VERB
neurons,NOUN
within,ADP
the,DET
hilus,NOUN
of,ADP
the,DET
dentate,NOUN
gyrus,NOUN
are,VERB
vulnerable,ADJ
to,ADP
seizure,NOUN
-,PUNCT
induced,VERB
damage,NOUN
in,ADP
a,DET
model,NOUN
of,ADP
chronic,ADJ
seizures,NOUN
.,PUNCT
Sprague,PROPN
-,PUNCT
Dawley,PROPN
rats,NOUN
were,VERB
injected,VERB
intraperitoneally,ADV
with,ADP
pilocarpine,NOUN
",",PUNCT
and,CCONJ
the,DET
hippocampal,ADJ
formation,NOUN
was,VERB
studied,VERB
histologically,ADV
at,ADP
1,NUM
",",PUNCT
2,NUM
",",PUNCT
4,NUM
",",PUNCT
and,CCONJ
8,NUM
week,NOUN
intervals,NOUN
after,ADP
pilocarpine,NOUN
-,PUNCT
induced,VERB
seizures,NOUN
.,PUNCT
In,ADP
situ,NOUN
hybridization,NOUN
histochemistry,NOUN
",",PUNCT
using,VERB
a,DET
digoxigenin,NOUN
-,PUNCT
labeled,VERB
GAD,PROPN
cRNA,PROPN
probe,NOUN
",",PUNCT
demonstrated,VERB
a,DET
substantial,ADJ
decrease,NOUN
in,ADP
the,DET
number,NOUN
of,ADP
GAD,PROPN
mRNA,PROPN
-,PUNCT
containing,VERB
neurons,NOUN
in,ADP
the,DET
hilus,NOUN
of,ADP
the,DET
dentate,NOUN
gyrus,NOUN
in,ADP
the,DET
pilocarpine,NOUN
-,PUNCT
treated,VERB
rats,NOUN
as,ADP
compared,VERB
to,ADP
controls,NOUN
at,ADV
all,DET
time,NOUN
intervals,NOUN
.,PUNCT
Additional,ADJ
neuronanatomical,ADJ
studies,NOUN
",",PUNCT
including,VERB
cresyl,NOUN
violet,NOUN
staining,NOUN
",",PUNCT
neuronal,ADJ
degeneration,NOUN
methods,NOUN
",",PUNCT
and,CCONJ
histochemical,ADJ
localization,NOUN
of,ADP
glial,ADJ
fibrillary,ADJ
acidic,ADJ
protein,NOUN
",",PUNCT
suggested,VERB
that,ADP
the,DET
decrease,NOUN
in,ADP
the,DET
number,NOUN
of,ADP
GAD,PROPN
mRNA,PROPN
-,PUNCT
containing,VERB
neurons,NOUN
was,VERB
related,VERB
to,ADP
neuronal,ADJ
loss,NOUN
rather,ADV
than,ADP
to,ADP
a,DET
decrease,NOUN
in,ADP
GAD,PROPN
mRNA,PROPN
levels,NOUN
.,PUNCT
The,DET
results,NOUN
indicate,VERB
that,ADP
",",PUNCT
in,ADP
this,DET
model,NOUN
",",PUNCT
a,DET
subpopulation,NOUN
of,ADP
GAD,PROPN
mRNA,PROPN
-,PUNCT
containing,VERB
neurons,NOUN
within,ADP
the,DET
dentate,ADJ
gyrus,NOUN
is,VERB
selectively,ADV
vulnerable,ADJ
to,ADP
seizure,NOUN
-,PUNCT
induced,VERB
damage,NOUN
.,PUNCT
Such,ADJ
differential,NOUN
vulnerability,NOUN
appears,VERB
to,PART
be,VERB
another,DET
indication,NOUN
of,ADP
the,DET
heterogeneity,NOUN
of,ADP
GABA,PROPN
neurons,NOUN
.,PUNCT
Protective,ADJ
effect,NOUN
of,ADP
misoprostol,NOUN
on,ADP
indomethacin,NOUN
induced,VERB
renal,ADJ
dysfunction,NOUN
in,ADP
elderly,ADJ
patients,NOUN
.,PUNCT
OBJECTIVE,NOUN
:,PUNCT
To,PART
evaluate,VERB
the,DET
possible,ADJ
protective,ADJ
effects,NOUN
of,ADP
misoprostol,NOUN
on,ADP
renal,ADJ
function,NOUN
in,ADP
hospitalized,VERB
elderly,ADJ
patients,NOUN
treated,VERB
with,ADP
indomethacin,NOUN
.,PUNCT
Forty,NUM
-,PUNCT
five,NUM
hospitalized,VERB
elderly,ADJ
patients,NOUN
(,PUNCT
>,SYM
65,NUM
years,NOUN
old,ADJ
),PUNCT
who,NOUN
required,VERB
therapy,NOUN
with,ADP
nonsteroidal,NOUN
antiinflammatory,ADJ
drugs,NOUN
(,PUNCT
NSAID,PROPN
),PUNCT
were,VERB
randomly,ADV
assigned,VERB
to,PART
receive,VERB
either,CCONJ
indomethacin,NOUN
",",PUNCT
150,NUM
mg,NUM
/,SYM
day,NOUN
(,PUNCT
Group,PROPN
A,PROPN
),PUNCT
",",PUNCT
or,CCONJ
indomethacin,ADV
150,NUM
mg,NUM
/,SYM
day,NOUN
plus,CCONJ
misoprostol,NOUN
at,ADP
0.6,NUM
mg,NUM
/,SYM
day,NOUN
(,PUNCT
Group,PROPN
B,PROPN
),PUNCT
.,PUNCT
Laboratory,PROPN
variables,NOUN
of,ADP
renal,ADJ
function,NOUN
[,PUNCT
serum,NOUN
creatinine,NOUN
",",PUNCT
blood,NOUN
urea,NOUN
nitrogen,NOUN
(,PUNCT
BUN,PROPN
),PUNCT
and,CCONJ
electrolytes,NOUN
],PUNCT
were,VERB
evaluated,VERB
before,ADP
initiation,NOUN
of,ADP
therapy,NOUN
and,CCONJ
every,DET
2,NUM
days,NOUN
",",PUNCT
until,ADP
termination,NOUN
of,ADP
the,DET
study,NOUN
(,PUNCT
a,DET
period,NOUN
of,ADP
at,ADV
least,ADJ
6,NUM
days,NOUN
),PUNCT
.,PUNCT
Response,NOUN
to,ADP
treatment,NOUN
was,VERB
estimated,VERB
by,ADP
the,DET
visual,ADJ
analog,NOUN
scale,NOUN
for,ADP
severity,NOUN
of,ADP
pain,NOUN
.,PUNCT
Forty,NUM
-,PUNCT
two,NUM
patients,NOUN
completed,VERB
the,DET
study,NOUN
",",PUNCT
22,NUM
in,ADP
Group,PROPN
A,PROPN
and,CCONJ
20,NUM
in,ADP
Group,PROPN
B.,PROPN
BUN,PROPN
and,CCONJ
creatinine,NOUN
increased,VERB
by,ADP
>,X
50%,NUM
of,ADP
baseline,NOUN
levels,NOUN
in,ADP
54,NUM
and,CCONJ
45%,NUM
of,ADP
Group,PROPN
A,PROPN
patients,NOUN
",",PUNCT
respectively,ADV
",",PUNCT
compared,VERB
to,ADP
only,ADV
20,NUM
and,CCONJ
10%,NUM
of,ADP
Group,PROPN
B,PROPN
patients,NOUN
(,PUNCT
p,NOUN
<,X
0.05,NUM
),PUNCT
.,PUNCT
Potassium,NOUN
(,PUNCT
K,PROPN
),PUNCT
increment,NOUN
of,ADP
0.6,NUM
The,DET
mean,ADJ
increments,NOUN
in,ADP
BUN,PROPN
",",PUNCT
creatinine,NOUN
",",PUNCT
and,CCONJ
K,PROPN
were,VERB
reduced,VERB
by,ADP
63,NUM
",",PUNCT
80,NUM
",",PUNCT
and,CCONJ
42%,NUM
",",PUNCT
respectively,ADV
",",PUNCT
in,ADP
Group,PROPN
B,PROPN
patients,NOUN
compared,VERB
to,ADP
Group,PROPN
A.,PROPN
Response,PROPN
to,ADP
treatment,NOUN
did,VERB
not,ADV
differ,VERB
significantly,ADV
between,ADP
the,DET
2,NUM
groups,NOUN
.,PUNCT
CONCLUSION,NOUN
:,PUNCT
Hospitalized,VERB
elderly,ADJ
patients,NOUN
are,VERB
at,ADP
risk,NOUN
for,ADP
developing,VERB
indomethacin,NOUN
related,ADJ
renal,ADJ
dysfunction,NOUN
.,PUNCT
Addition,NOUN
of,ADP
misoprostol,NOUN
can,VERB
minimize,VERB
this,DET
renal,ADJ
impairment,NOUN
without,ADP
affecting,VERB
pain,NOUN
control,NOUN
.,PUNCT
Nephrotoxic,ADJ
effects,NOUN
of,ADP
aminoglycoside,NOUN
treatment,NOUN
on,ADP
renal,NOUN
protein,NOUN
reabsorption,NOUN
and,CCONJ
accumulation,NOUN
.,PUNCT
To,PART
quantify,VERB
the,DET
effects,NOUN
of,ADP
gentamicin,NOUN
",",PUNCT
kanamycin,NOUN
and,CCONJ
netilmicin,NOUN
on,ADP
renal,ADJ
protein,NOUN
reabsorption,NOUN
and,CCONJ
accumulation,NOUN
",",PUNCT
these,DET
drugs,NOUN
were,VERB
administered,VERB
to,ADP
rats,NOUN
intraperitoneally,ADV
(,PUNCT
30,NUM
mg,PROPN
/,SYM
kg,PROPN
/,SYM
day,NOUN
),PUNCT
for,ADP
7,NUM
",",PUNCT
14,NUM
or,CCONJ
21,NUM
days,NOUN
.,PUNCT
Scanning,VERB
electron,NOUN
microscopy,NOUN
of,ADP
the,DET
glomerular,ADJ
endothelia,NOUN
",",PUNCT
urinary,ADJ
measurements,NOUN
of,ADP
sodium,NOUN
",",PUNCT
potassium,NOUN
",",PUNCT
endogenous,ADJ
lysozyme,NOUN
",",PUNCT
N,PROPN
-,PUNCT
acetyl,NOUN
-,PUNCT
beta,NOUN
-,PUNCT
D,NOUN
-,PUNCT
glucosaminidase,NOUN
(,PUNCT
NAG,PROPN
),PUNCT
as,ADV
well,ADV
as,ADP
clearance,NOUN
and,CCONJ
accumulation,NOUN
experiments,NOUN
after,ADP
i.v,NOUN
.,PUNCT
Gentamicin,PROPN
administration,NOUN
decreased,VERB
diameter,NOUN
",",PUNCT
density,NOUN
and,CCONJ
shape,NOUN
of,ADP
endothelial,ADJ
fenestrae,NOUN
.,PUNCT
Kanamycin,PROPN
and,CCONJ
netilmicin,NOUN
appeared,VERB
to,PART
have,VERB
no,DET
effect,NOUN
at,ADP
the,DET
dose,NOUN
used,VERB
.,PUNCT
All,DET
three,NUM
aminoglycosides,NOUN
decreased,VERB
GFR,PROPN
and,CCONJ
increased,VERB
urinary,ADJ
excretion,NOUN
of,ADP
sodium,NOUN
and,CCONJ
potassium,NOUN
.,PUNCT
While,ADP
gentamicin,NOUN
and,CCONJ
kanamycin,NOUN
decreased,VERB
the,DET
percentage,NOUN
reabsorption,NOUN
and,CCONJ
accumulation,NOUN
of,ADP
lysozyme,NOUN
after,ADP
i.v,NOUN
.,PUNCT
administration,NOUN
of,ADP
egg,NOUN
-,PUNCT
white,ADJ
lysozyme,NOUN
netilmicin,NOUN
had,VERB
no,DET
effect,NOUN
.,PUNCT
Daily,ADJ
excretion,NOUN
of,ADP
total,ADJ
protein,NOUN
",",PUNCT
endogenous,ADJ
lysozyme,NOUN
and,CCONJ
NAG,PROPN
increased,VERB
only,ADV
after,ADP
treatment,NOUN
with,ADP
kanamycin,NOUN
and,CCONJ
gentamicin,NOUN
.,PUNCT
Thus,ADV
",",PUNCT
aminoglycosides,NOUN
may,VERB
act,VERB
as,ADP
nephrotoxicants,NOUN
at,ADP
glomerular,NOUN
and/or,CCONJ
tubular,ADJ
level,NOUN
inducing,VERB
impairment,NOUN
of,ADP
renal,ADJ
reabsorption,NOUN
and,CCONJ
accumulation,NOUN
of,ADP
proteins,NOUN
.,PUNCT
Pharmacology,NOUN
of,ADP
GYKI-41,PROPN
099,NUM
(,PUNCT
chlorpropanol,NOUN
",",PUNCT
Tobanum,PROPN
),PUNCT
a,DET
new,ADJ
potent,ADJ
beta,NOUN
-,PUNCT
adrenergic,ADJ
antagonist,NOUN
.,PUNCT
The,DET
compound,NOUN
GYKI-41,PROPN
099,NUM
",",PUNCT
as,ADP
a,DET
beta,NOUN
-,PUNCT
adrenergic,ADJ
antagonist,NOUN
",",PUNCT
is,VERB
3,NUM
-,SYM
8,NUM
times,NOUN
more,ADV
potent,ADJ
than,ADP
propranolol,NOUN
in,ADP
vitro,NOUN
and,CCONJ
in,ADP
vivo,NOUN
.,PUNCT
Its,ADJ
antiarrhythmic,ADJ
effectiveness,NOUN
surpasses,ADP
that,DET
of,ADP
propranolol,NOUN
and,CCONJ
pindolol,NOUN
inhibiting,VERB
the,DET
ouabain,NOUN
arrhythmia,NOUN
in,ADP
dogs,NOUN
and,CCONJ
cats,NOUN
.,PUNCT
GYKI-41,SYM
900,NUM
has,VERB
a,DET
negligible,ADJ
cardiodepressant,NOUN
activity,NOUN
;,PUNCT
it,PRON
is,VERB
not,ADV
cardioselective,ADJ
.,PUNCT
There,ADV
was,VERB
a,DET
prolonged,ADJ
elimination,NOUN
of,ADP
the,DET
radioactivity,NOUN
after,ADP
the,DET
injection,NOUN
of,ADP
14C-41,NUM
099,NUM
to,ADP
rats,NOUN
and,CCONJ
dogs,NOUN
.,PUNCT
Chorea,PROPN
associated,VERB
with,ADP
oral,ADJ
contraception,NOUN
.,PUNCT
Three,NUM
patients,NOUN
developed,VERB
chorea,NOUN
while,ADP
receiving,VERB
oral,ADJ
contraceptives,NOUN
.,PUNCT
Two,NUM
were,VERB
young,ADJ
patients,NOUN
whose,ADJ
chorea,NOUN
developed,VERB
long,ADV
after,ADP
treatment,NOUN
had,VERB
been,VERB
started,VERB
and,CCONJ
disappeared,VERB
soon,ADV
after,ADP
it,PRON
had,VERB
been,VERB
discontinued,VERB
.,PUNCT
The,DET
third,ADJ
patient,NOUN
had,VERB
acute,ADJ
amphetamine,NOUN
-,PUNCT
induced,VERB
chorea,NOUN
after,ADP
prolonged,ADJ
oral,ADJ
contraception,NOUN
.,PUNCT
Prolonged,VERB
administration,NOUN
of,ADP
female,ADJ
sex,NOUN
hormones,NOUN
is,VERB
a,DET
possible,ADJ
cause,NOUN
of,ADP
chorea,NOUN
in,ADP
women,NOUN
who,NOUN
have,VERB
not,ADV
previously,ADV
had,VERB
chorea,NOUN
or,CCONJ
rheumatic,ADJ
fever,NOUN
.,PUNCT
Reversal,NOUN
of,ADP
ammonia,NOUN
coma,NOUN
in,ADP
rats,NOUN
by,ADP
L,PROPN
-,PUNCT
dopa,NOUN
:,PUNCT
a,DET
peripheral,ADJ
effect,NOUN
.,PUNCT
Ammonia,PROPN
coma,NOUN
was,VERB
produced,VERB
in,ADP
rats,NOUN
within,ADP
10,NUM
to,PART
15,NUM
minutes,NOUN
of,ADP
an,DET
intraperitonealinjection,NOUN
of,ADP
1.7,NUM
mmol,NOUN
NH4CL,PROPN
.,PUNCT
This,DET
coma,NOUN
was,VERB
prevented,VERB
with,ADP
1.68,NUM
mmol,NOUN
L,PROPN
-,PUNCT
dopa,NOUN
given,VERB
by,ADP
gastric,ADJ
intubation,NOUN
15,NUM
minutes,NOUN
before,ADP
the,DET
ammonium,NOUN
salt,NOUN
injection,NOUN
.,PUNCT
The,DET
effect,NOUN
of,ADP
L,PROPN
-,PUNCT
dopa,PROPN
was,VERB
correlated,VERB
with,ADP
a,DET
decrease,NOUN
in,ADP
blood,NOUN
and,CCONJ
brain,NOUN
ammonia,NOUN
",",PUNCT
an,DET
increase,NOUN
in,ADP
brain,NOUN
dopamine,NOUN
",",PUNCT
and,CCONJ
an,DET
increase,NOUN
in,ADP
renal,ADJ
excretion,NOUN
of,ADP
ammonia,NOUN
and,CCONJ
urea,NOUN
.,PUNCT
Intraventricular,ADJ
infusion,NOUN
of,ADP
dopamine,NOUN
sufficient,ADJ
to,PART
raise,VERB
the,DET
brain,NOUN
dopamine,NOUN
to,ADP
the,DET
same,ADJ
extent,NOUN
did,VERB
not,ADV
prevent,VERB
the,DET
ammonia,NOUN
coma,NOUN
nor,CCONJ
affect,VERB
the,DET
blood,NOUN
and,CCONJ
brain,NOUN
ammonia,NOUN
concentrations,NOUN
.,PUNCT
Bilateral,ADJ
nephrectomy,NOUN
eliminated,VERB
the,DET
beneficial,ADJ
effect,NOUN
of,ADP
L,PROPN
-,PUNCT
dopa,NOUN
on,ADP
blood,NOUN
and,CCONJ
brain,NOUN
ammonia,NOUN
and,CCONJ
the,DET
ammonia,NOUN
coma,NOUN
was,VERB
not,ADV
prevented,VERB
.,PUNCT
Thus,ADV
",",PUNCT
the,DET
reduction,NOUN
in,ADP
blood,NOUN
and,CCONJ
brain,NOUN
ammonia,NOUN
and,CCONJ
the,DET
prevention,NOUN
of,ADP
ammonia,NOUN
coma,NOUN
after,ADP
L,PROPN
-,PUNCT
dopa,NOUN
",",PUNCT
can,VERB
be,VERB
accounted,VERB
for,ADP
by,ADP
the,DET
peripheral,ADJ
effect,NOUN
of,ADP
dopamine,NOUN
