word,label
of,O
propranolol,I-Entity
combined,O
with,O
ventricular,O
pacing,O
in,O
one,O
.,O
The,O
tachyarrhythmias,I-Entity
generally,O
subsided,O
within,O
48,O
hours,O
after,O
administration,O
of,O
the,O
drugs,O
was,O
stopped,O
.,O
Five,O
of,O
the,O
eight,O
patients,O
were,O
50,O
years,O
of,O
age,O
or,O
younger,O
;,O
only,O
one,O
clearly,O
had,O
antecedent,O
heart,B-Entity
disease,I-Entity
.,O
Major,O
cardiac,B-Entity
arrhythmias,I-Entity
are,O
a,O
potential,O
hazard,O
in,O
patients,O
without,O
heart,B-Entity
disease,I-Entity
who,O
are,O
receiving,O
customary,O
therapeutic,O
doses,O
of,O
psychotropic,O
drugs,O
.,O
A,O
prospective,O
clinical,O
trial,O
is,O
suggested,O
to,O
quantify,O
the,O
risk,O
of,O
cardiac,B-Entity
complications,I-Entity
to,O
patients,O
receiving,O
phenothiazines,I-Entity
or,O
tricyclic,O
antidepressant,O
drugs,O
.,O
Serotonergic,O
drugs,O
",",O
benzodiazepines,I-Entity
and,O
baclofen,I-Entity
block,O
muscimol,I-Entity
-,O
induced,O
myoclonic,B-Entity
jerks,I-Entity
in,O
a,O
strain,O
of,O
mice,O
.,O
In,O
male,O
Swiss,O
mice,O
",",O
muscimol,I-Entity
produced,O
myoclonic,B-Entity
jerks,I-Entity
.,O
Increasing,O
the,O
brain,O
serotonin,I-Entity
levels,O
by,O
the,O
administration,O
of,O
5-hydroxytryptophan,I-Entity
(,O
80,O
-,O
160,O
mg,O
/,O
kg,O
),O
in,O
combination,O
with,O
a,O
peripheral,O
decarboxylase,O
inhibitor,O
resulted,O
in,O
an,O
inhibition,O
of,O
the,O
muscimol,I-Entity
effect,O
.,O
l,B-Entity
-,I-Entity
dopa,I-Entity
(,O
80,O
-,O
160,O
mg,O
/,O
kg,O
),O
was,O
without,O
effect,O
.,O
In,O
doses,O
of,O
3,O
-,O
10,O
mg,O
/,O
kg,O
",",O
the,O
serotonin,I-Entity
receptor,O
agonist,O
MK-212,I-Entity
caused,O
a,O
dose,O
-,O
dependent,O
blockade,O
of,O
the,O
response,O
of,O
muscimol,I-Entity
.,O
Of,O
the,O
benzodiazepines,I-Entity
",",O
clonazepam,I-Entity
(,O
0.1,O
-,O
0.3,O
mg,O
/,O
kg,O
),O
was,O
found,O
to,O
be,O
several,O
fold,O
more,O
potent,O
than,O
diazepam,I-Entity
(,O
0.3,O
-,O
3,O
mg,O
/,O
kg,O
),O
in,O
blocking,O
the,O
myoclonic,B-Entity
jerks,I-Entity
.,O
While,O
(,O
-)-baclofen,I-Entity
(,O
1,O
-,O
3,O
mg,O
/,O
kg,O
),O
proved,O
to,O
be,O
an,O
effective,O
antagonist,O
of,O
muscimol,I-Entity
",",O
its,O
(,O
+,O
),O
Considering,O
the,O
fact,O
that,O
5-HTP,I-Entity
and,O
the,O
benzodiazepines,I-Entity
have,O
been,O
found,O
to,O
be,O
beneficial,O
in,O
the,O
management,O
of,O
clinical,O
myoclonus,I-Entity
",",O
the,O
muscimol,I-Entity
-,O
induced,O
myoclonus,I-Entity
seems,O
to,O
be,O
a,O
satisfactory,O
animal,O
model,O
that,O
may,O
prove,O
useful,O
for,O
the,O
development,O
of,O
new,O
drug,O
treatments,O
for,O
this,O
condition,O
.,O
Our,O
present,O
study,O
indicated,O
the,O
possible,O
value,O
of,O
MK-212,I-Entity
and,O
(,O
-)-baclofen,I-Entity
in,O
the,O
management,O
of,O
clinical,O
myoclonus,I-Entity
.,O
Hyperglycemic,B-Entity
acidotic,I-Entity
coma,I-Entity
and,O
death,O
in,O
Kearns,B-Entity
-,I-Entity
Sayre,I-Entity
syndrome,I-Entity
.,O
This,O
paper,O
presents,O
the,O
clinical,O
and,O
metabolic,O
findings,O
in,O
two,O
young,O
boys,O
with,O
long,O
-,O
standing,O
Kearns,B-Entity
-,I-Entity
Sayre,I-Entity
syndrome,I-Entity
.,O
Following,O
short,O
exposure,O
to,O
oral,O
prednisone,I-Entity
",",O
both,O
boys,O
developed,O
lethargy,I-Entity
",",O
increasing,O
somnolence,I-Entity
",",O
polydipsia,I-Entity
",",O
polyphagia,I-Entity
",",O
and,O
polyuria,I-Entity
.,O
Both,O
presented,O
in,O
the,O
emergency,O
room,O
with,O
profound,O
coma,I-Entity
",",O
hypotension,I-Entity
",",O
severe,O
hyperglycemia,I-Entity
",",O
and,O
acidosis,I-Entity
.,O
Nonketotic,O
lactic,B-Entity
acidosis,I-Entity
was,O
present,O
in,O
one,O
and,O
ketosis,I-Entity
without,O
a,O
known,O
serum,O
lactate,I-Entity
level,O
was,O
present,O
in,O
the,O
other,O
.,O
Respiratory,B-Entity
failure,I-Entity
rapidly,O
ensued,O
and,O
both,O
patients,O
expired,O
in,O
spite,O
of,O
efforts,O
at,O
resuscitation,O
.,O
We,O
believe,O
these,O
two,O
cases,O
represent,O
a,O
newly,O
described,O
and,O
catastrophic,O
metabolic,B-Entity
-,I-Entity
endocrine,I-Entity
failure,I-Entity
in,O
the,O
Kearns,B-Entity
-,I-Entity
Sayre,I-Entity
syndrome,I-Entity
.,O
Effects,O
of,O
active,O
constituents,O
of,O
Crocus,O
sativus,O
L.,O
",",O
crocin,I-Entity
on,O
streptozocin,I-Entity
-,O
induced,O
model,O
of,O
sporadic,O
Alzheimer,B-Entity
's,I-Entity
disease,I-Entity
in,O
male,O
rats,O
.,O
BACKGROUND,O
:,O
The,O
involvement,O
of,O
water,O
-,O
soluble,O
carotenoids,I-Entity
",",O
crocins,I-Entity
",",O
as,O
the,O
main,O
and,O
active,O
components,O
of,O
Crocus,O
sativus,O
L.,O
extract,O
in,O
learning,O
and,O
memory,O
processes,O
has,O
been,O
proposed,O
.,O
In,O
the,O
present,O
study,O
",",O
the,O
effect,O
of,O
crocins,I-Entity
on,O
sporadic,O
Alzheimer,B-Entity
's,I-Entity
disease,I-Entity
induced,O
by,O
intracerebroventricular,O
(,O
icv,O
),O
streptozocin,I-Entity
(,O
STZ,I-Entity
),O
in,O
male,O
rats,O
was,O
investigated,O
.,O
Male,O
adult,O
Wistar,O
rats,O
(,O
n,O
=,O
90,O
and,O
260,O
-,O
290,O
g,O
),O
were,O
divided,O
into,O
1,O
",",O
control,O
;,O
2,O
and,O
3,O
",",O
crocins,I-Entity
(,O
15,O
and,O
30,O
mg,O
/,O
kg,O
),O
;,O
4,O
",",O
STZ,I-Entity
;,O
5,O
and,O
6,O
",",O
STZ,I-Entity
+,O
crocins,I-Entity
(,O
15,O
and,O
30,O
mg,O
/,O
kg,O
),O
groups,O
.,O
In,O
Alzheimer,B-Entity
's,I-Entity
disease,I-Entity
groups,O
",",O
rats,O
were,O
injected,O
with,O
STZ,I-Entity
-,O
icv,O
bilaterally,O
(,O
3,O
mg,O
/,O
kg,O
),O
in,O
first,O
day,O
and,O
3,O
days,O
later,O
",",O
a,O
similar,O
STZ,I-Entity
-,O
icv,O
application,O
was,O
repeated,O
.,O
In,O
STZ,I-Entity
+,O
crocin,I-Entity
animal,O
groups,O
",",O
crocin,I-Entity
was,O
applied,O
in,O
doses,O
of,O
15,O
and,O
30,O
mg,O
/,O
kg,O
",",O
i.p,O
.,O
Prescription,O
of,O
crocin,I-Entity
in,O
each,O
dose,O
was,O
repeated,O
once,O
for,O
two,O
days,O
.,O
It,O
was,O
found,O
out,O
that,O
crocin,I-Entity
(,O
30,O
mg,O
/,O
kg)-treated,O
STZ,I-Entity
-,O
injected,O
rats,O
show,O
higher,O
correct,O
choices,O
and,O
lower,O
errors,O
in,O
Y,O
-,O
maze,O
than,O
vehicle,O
-,O
treated,O
STZ,I-Entity
-,O
injected,O
rats,O
.,O
In,O
addition,O
",",O
crocin,I-Entity
in,O
the,O
mentioned,O
dose,O
could,O
significantly,O
attenuated,O
learning,B-Entity
and,I-Entity
memory,I-Entity
impairment,I-Entity
in,O
treated,O
STZ,I-Entity
-,O
injected,O
group,O
in,O
passive,O
avoidance,O
test,O
.,O
Therefore,O
",",O
these,O
results,O
demonstrate,O
the,O
effectiveness,O
of,O
crocin,I-Entity
(,O
30,O
mg,O
/,O
kg,O
),O
in,O
antagonizing,O
the,O
cognitive,B-Entity
deficits,I-Entity
caused,O
by,O
STZ,I-Entity
-,O
icv,O
in,O
rats,O
and,O
its,O
potential,O
in,O
the,O
treatment,O
of,O
neurodegenerative,B-Entity
diseases,I-Entity
such,O
as,O
Alzheimer,B-Entity
's,I-Entity
disease,I-Entity
.,O
Rosaceiform,O
dermatitis,I-Entity
associated,O
with,O
topical,O
tacrolimus,I-Entity
treatment,O
.,O
We,O
describe,O
herein,O
3,O
patients,O
who,O
developed,O
rosacea,I-Entity
-,O
like,O
dermatitis,I-Entity
eruptions,I-Entity
while,O
using,O
0.03%,O
or,O
0.1%,O
tacrolimus,I-Entity
ointment,O
for,O
facial,B-Entity
dermatitis,I-Entity
.,O
Skin,O
biopsy,O
specimens,O
showed,O
telangiectasia,I-Entity
and,O
noncaseating,O
epithelioid,O
granulomatous,O
tissue,O
formation,O
in,O
the,O
papillary,O
to,O
mid,O
dermis,O
.,O
Continuous,O
topical,O
use,O
of,O
immunomodulators,O
such,O
as,O
tacrolimus,I-Entity
or,O
pimecrolimus,I-Entity
should,O
be,O
regarded,O
as,O
a,O
potential,O
cause,O
of,O
rosaceiform,O
dermatitis,I-Entity
",",O
although,O
many,O
cases,O
have,O
not,O
been,O
reported,O
.,O
poly,B-Entity
-,I-Entity
L,I-Entity
-,I-Entity
lactid,I-Entity
acid,I-Entity
nanoparticles,O
was,O
used,O
as,O
a,O
model,O
of,O
colloidal,O
drug,O
delivery,O
system,O
",",O
able,O
to,O
trespass,O
the,O
BBB,O
.,O
Tacrine,I-Entity
",",O
administered,O
in,O
LiCl,I-Entity
pre,O
-,O
treated,O
rats,O
",",O
induces,O
electrocorticographic,O
seizures,I-Entity
and,O
delayed,O
hippocampal,B-Entity
damage,I-Entity
.,O
The,O
toxic,O
effects,O
of,O
tacrine,I-Entity
-,O
loaded,O
poly,B-Entity
-,I-Entity
L,I-Entity
-,I-Entity
lactid,I-Entity
acid,I-Entity
nanoparticles,O
(,O
5mg,O
/,O
kg,O
),O
",",O
a,O
saline,O
solution,O
of,O
tacrine,I-Entity
(,O
5mg,O
/,O
kg,O
),O
and,O
an,O
empty,O
colloidal,O
nanoparticle,O
suspension,O
were,O
compared,O
following,O
i.p,O
.,O
administration,O
in,O
LiCl,I-Entity
-,O
pre,O
-,O
treated,O
Wistar,O
rats,O
.,O
All,O
the,O
animals,O
treated,O
with,O
tacrine,I-Entity
-,O
loaded,O
nanoparticles,O
showed,O
an,O
earlier,O
outcome,O
of,O
CNS,O
adverse,O
symptoms,O
",",O
i.e.,O
epileptic,I-Entity
onset,O
",",O
with,O
respect,O
to,O
those,O
animals,O
treated,O
with,O
the,O
free,O
compound,O
(,O
10,O
min,O
vs.,O
22,O
min,O
respectively,O
),O
.,O
In,O
addition,O
",",O
tacrine,I-Entity
-,O
loaded,O
nanoparticles,O
administration,O
induced,O
damage,B-Entity
of,I-Entity
neuronal,I-Entity
cells,I-Entity
in,O
CA1,O
field,O
of,O
the,O
hippocampus,O
in,O
all,O
treated,O
animals,O
",",O
while,O
the,O
saline,O
solution,O
of,O
tacrine,I-Entity
only,O
in,O
60%,O
of,O
animals,O
.,O
In,O
conclusion,O
",",O
the,O
evaluation,O
of,O
time,O
-,O
to,O
-,O
onset,O
of,O
symptoms,O
and,O
the,O
severity,O
of,O
neurodegenerative,O
processes,O
induced,O
by,O
the,O
tacrine,I-Entity
-,O
lithium,I-Entity
model,O
of,O
epilepsy,I-Entity
in,O
the,O
rat,O
",",O
could,O
be,O
used,O
to,O
evaluate,O
preliminarily,O
the,O
capability,O
of,O
a,O
drug,O
delivery,O
system,O
to,O
trespass,O
(,O
or,O
not,O
),O
the,O
BBB,O
in,O
vivo,O
.,O
The,O
antiarrhythmic,O
effect,O
and,O
possible,O
ionic,O
mechanisms,O
of,O
pilocarpine,I-Entity
on,O
animal,O
models,O
.,O
This,O
study,O
was,O
designed,O
to,O
evaluate,O
the,O
effects,O
of,O
pilocarpine,I-Entity
and,O
explore,O
the,O
underlying,O
ionic,O
mechanism,O
",",O
using,O
both,O
aconitine,I-Entity
-,O
induced,O
rat,O
and,O
ouabain,I-Entity
-,O
induced,O
guinea,O
pig,O
arrhythmia,I-Entity
models,O
.,O
Confocal,O
microscopy,O
was,O
used,O
to,O
measure,O
intracellular,O
free,O
-,O
calcium,I-Entity
concentrations,O
(,O
[,O
Ca(2+)](i,I-Entity
),O
),O
in,O
isolated,O
myocytes,O
.,O
The,O
current,O
data,O
showed,O
that,O
pilocarpine,I-Entity
significantly,O
delayed,O
onset,O
of,O
arrhythmias,I-Entity
",",O
decreased,O
the,O
time,O
course,O
of,O
ventricular,B-Entity
tachycardia,I-Entity
and,I-Entity
fibrillation,I-Entity
",",O
reduced,O
arrhythmia,I-Entity
score,O
",",O
and,O
increased,O
the,O
survival,O
time,O
of,O
arrhythmic,I-Entity
rats,O
and,O
guinea,O
pigs,O
.,O
[,O
Ca(2+)](i,I-Entity
),O
overload,O
induced,O
by,O
aconitine,I-Entity
or,O
ouabain,I-Entity
was,O
reduced,O
in,O
isolated,O
myocytes,O
pretreated,O
with,O
pilocarpine,I-Entity
.,O
Moreover,O
",",O
M(3)-muscarinic,O
acetylcholine,I-Entity
receptor,O
(,O
mAChR,O
),O
antagonist,O
4-DAMP,I-Entity
(,O
4-diphenylacetoxy,B-Entity
-,I-Entity
N,I-Entity
-,I-Entity
methylpiperidine,I-Entity
-,I-Entity
methiodide,I-Entity
),O
partially,O
abolished,O
the,O
beneficial,O
effects,O
of,O
pilocarpine,I-Entity
.,O
These,O
data,O
suggest,O
that,O
pilocarpine,I-Entity
produced,O
antiarrhythmic,O
actions,O
on,O
arrhythmic,I-Entity
rat,O
and,O
guinea,O
pig,O
models,O
induced,O
by,O
aconitine,I-Entity
or,O
ouabain,I-Entity
via,O
stimulating,O
the,O
cardiac,O
M(3)-mAChR.,O
The,O
mechanism,O
may,O
be,O
related,O
to,O
the,O
improvement,O
of,O
Ca(2,I-Entity
+,O
),O
handling,O
.,O
Disulfiram,I-Entity
-,O
induced,O
transient,O
optic,B-Entity
and,I-Entity
peripheral,I-Entity
neuropathy,I-Entity
:,O
a,O
case,O
report,O
.,O
AIM,O
:,O
To,O
report,O
a,O
case,O
of,O
optic,B-Entity
and,I-Entity
peripheral,I-Entity
neuropathy,I-Entity
after,O
chronic,O
use,O
of,O
disulfiram,I-Entity
for,O
alcohol,B-Entity
dependence,I-Entity
management,O
.,O
A,O
57-year,O
-,O
old,O
male,O
presented,O
with,O
gradual,O
loss,B-Entity
of,I-Entity
vision,I-Entity
in,O
both,O
eyes,O
with,O
intermittent,O
headaches,I-Entity
for,O
2,O
months,O
.,O
He,O
also,O
complained,O
of,O
paraesthesia,I-Entity
with,O
numbness,I-Entity
in,O
both,O
feet,O
.,O
Visual,O
field,O
testing,O
confirmed,O
bilateral,O
central,O
-,O
caecal,O
scotomata,I-Entity
.,O
He,O
had,O
been,O
taking,O
disulfiram,I-Entity
for,O
alcohol,B-Entity
dependence,I-Entity
for,O
the,O
preceding,O
3,O
years,O
.,O
Disulfiram,I-Entity
discontinuation,O
lead,O
to,O
an,O
immediate,O
symptomatic,O
improvement,O
.,O
Physicians,O
initiating,O
long,O
-,O
term,O
disulfiram,I-Entity
therapy,O
should,O
be,O
aware,O
of,O
these,O
adverse,O
effects,O
.,O
Sustained,O
clinical,O
improvement,O
of,O
a,O
patient,O
with,O
decompensated,O
hepatitis,B-Entity
B,I-Entity
virus,O
-,O
related,O
cirrhosis,I-Entity
after,O
treatment,O
with,O
lamivudine,I-Entity
monotherapy,O
.,O
Hepatitis,B-Entity
B,I-Entity
virus,I-Entity
(,I-Entity
HBV,I-Entity
),I-Entity
infection,I-Entity
",",O
which,O
causes,O
liver,B-Entity
cirrhosis,I-Entity
and,O
hepatocellular,B-Entity
carcinoma,I-Entity
",",O
remains,O
a,O
major,O
health,O
problem,O
in,O
Asian,O
countries,O
.,O
In,O
this,O
report,O
",",O
we,O
encountered,O
a,O
patient,O
with,O
decompensated,O
HBV,O
-,O
related,O
cirrhosis,I-Entity
who,O
exhibited,O
the,O
dramatic,O
improvements,O
after,O
antiviral,O
therapy,O
.,O
However,O
",",O
the,O
administration,O
of,O
lamivudine,I-Entity
",",O
a,O
reverse,O
transcriptase,O
inhibitor,O
",",O
for,O
23,O
months,O
dramatically,O
improved,O
her,O
liver,O
severity,O
.,O
Moreover,O
",",O
both,O
hepatitis,B-Entity
B,I-Entity
surface,I-Entity
antigen,I-Entity
and,I-Entity
e,I-Entity
antigen,I-Entity
were,O
observed,O
to,O
have,O
disappeared,O
in,O
this,O
patient,O
.,O
The,O
administration,O
of,O
lamivudine,I-Entity
to,O
patients,O
with,O
HBV,O
-,O
related,O
cirrhosis,I-Entity
",",O
like,O
our,O
present,O
case,O
",",O
should,O
be,O
considered,O
as,O
an,O
initial,O
medical,O
therapeutic,O
option,O
",",O
especially,O
in,O
countries,O
where,O
liver,O
transplantation,O
is,O
not,O
reliably,O
available,O
.,O
Dual,O
effects,O
of,O
melatonin,I-Entity
on,O
barbiturate,I-Entity
-,O
induced,O
narcosis,I-Entity
in,O
rats,O
.,O
Melatonin,I-Entity
affects,O
the,O
circadian,O
sleep,O
/,O
wake,O
cycle,O
",",O
but,O
it,O
is,O
not,O
clear,O
whether,O
it,O
may,O
influence,O
drug,O
-,O
induced,O
narcosis,I-Entity
.,O
Sodium,B-Entity
thiopenthal,I-Entity
was,O
administered,O
intraperitoneally,O
into,O
male,O
rats,O
pre,O
-,O
treated,O
with,O
melatonin,I-Entity
(,O
0.05,O
",",O
0.5,O
",",O
5,O
and,O
50,O
mg,O
/,O
kg,O
),O
.,O
Melatonin,I-Entity
pre,O
-,O
treatment,O
affected,O
in,O
a,O
dual,O
manner,O
barbiturate,I-Entity
narcosis,I-Entity
",",O
however,O
",",O
no,O
dose,O
-,O
effect,O
correlation,O
was,O
found,O
.,O
In,O
particular,O
",",O
low,O
doses,O
reduced,O
the,O
latency,O
to,O
and,O
prolonged,O
the,O
duration,O
of,O
barbiturate,I-Entity
narcosis,I-Entity
.,O
In,O
contrast,O
",",O
the,O
highest,O
dose,O
of,O
melatonin,I-Entity
(,O
50,O
mg,O
/,O
kg,O
),O
caused,O
a,O
paradoxical,O
increase,O
in,O
the,O
latency,O
and,O
produced,O
a,O
sustained,O
reduction,O
of,O
the,O
duration,O
of,O
narcosis,I-Entity
",",O
and,O
a,O
reduction,O
in,O
mortality,O
rate,O
.,O
Melatonin,I-Entity
0.5,O
and,O
5,O
mg,O
/,O
kg,O
influenced,O
the,O
duration,O
but,O
not,O
the,O
latency,O
of,O
ketamine-,I-Entity
or,O
diazepam,I-Entity
-,O
induced,O
narcosis,I-Entity
.,O
Thus,O
",",O
the,O
dual,O
action,O
of,O
melatonin,I-Entity
on,O
pharmacological,O
narcosis,I-Entity
seems,O
to,O
be,O
specific,O
for,O
the,O
barbiturate,I-Entity
mechanism,O
of,O
action,O
.,O
Effects,O
of,O
NIK-247,I-Entity
on,O
cholinesterase,O
and,O
scopolamine,I-Entity
-,O
induced,O
amnesia,I-Entity
.,O
The,O
effects,O
of,O
NIK-247,I-Entity
on,O
cholinesterase,O
",",O
scopolamine,I-Entity
-,O
induced,O
amnesia,I-Entity
and,O
spontaneous,O
movement,O
were,O
examined,O
and,O
compared,O
with,O
those,O
of,O
the,O
well,O
-,O
known,O
cholinesterase,O
inhibitors,O
tacrine,I-Entity
and,O
E-2020,I-Entity
.,O
NIK-247,I-Entity
",",O
tacrine,I-Entity
and,O
E-2020,I-Entity
all,O
strongly,O
inhibited,O
acetylcholinesterase,O
(,O
AChE,O
),O
in,O
human,O
red,O
blood,O
cells,O
(,O
IC50s,O
=,O
1.0,O
x,O
10(-6,O
),O
",",O
2.9,O
x,O
10(-7,O
),O
and,O
3.7,O
x,O
10(-8,O
),O
In,O
addition,O
",",O
NIK-247,I-Entity
and,O
tacrine,I-Entity
",",O
but,O
not,O
E-2020,I-Entity
",",O
strongly,O
inhibited,O
butyrylcholinestrase,O
(,O
BuChE,O
),O
Moreover,O
",",O
the,O
inhibitory,O
effect,O
of,O
NIK-247,I-Entity
on,O
AChE,O
was,O
reversible,O
.,O
significantly,O
improved,O
the,O
amnesia,I-Entity
induced,O
by,O
scopolamine,I-Entity
(,O
0.5,O
mg,O
/,O
kg,O
s.c,O
.,O
),O
These,O
findings,O
suggest,O
that,O
NIK-247,I-Entity
at,O
a,O
low,O
dose,O
(,O
0.1,O
-,O
1,O
mg,O
/,O
kg,O
p.o,O
.,O
),O
improves,O
scopolamine,I-Entity
-,O
induced,O
amnesia,I-Entity
but,O
does,O
not,O
affect,O
spontaneous,O
movement,O
.,O
The,O
findings,O
suggest,O
that,O
NIK-247,I-Entity
may,O
be,O
a,O
useful,O
drug,O
for,O
the,O
treatment,O
of,O
Alzheimer,B-Entity
's,I-Entity
disease,I-Entity
.,O
Nightmares,O
and,O
hallucinations,I-Entity
after,O
long,O
-,O
term,O
intake,O
of,O
tramadol,I-Entity
combined,O
with,O
antidepressants,O
.,O
Tramadol,I-Entity
is,O
a,O
weak,O
opioid,O
with,O
effects,O
on,O
adrenergic,O
and,O
serotonergic,O
neurotransmission,O
that,O
is,O
used,O
to,O
treat,O
cancer,I-Entity
pain,I-Entity
and,O
chronic,O
non,O
malignant,O
pain,I-Entity
.,O
This,O
drug,O
was,O
initiated,O
in,O
association,O
with,O
paroxetine,I-Entity
and,O
dosulepine,B-Entity
hydrochloride,I-Entity
in,O
a,O
tetraparetic,I-Entity
patient,O
with,O
chronic,B-Entity
pain,I-Entity
.,O
Fifty,O
-,O
six,O
days,O
after,O
initiation,O
of,O
the,O
treatment,O
the,O
patient,O
presented,O
hallucinations,I-Entity
that,O
only,O
stopped,O
after,O
the,O
withdrawal,O
of,O
psycho,O
-,O
active,O
drugs,O
and,O
tramadol,I-Entity
.,O
The,O
case,O
report,O
questions,O
the,O
long,O
term,O
use,O
of,O
pain,I-Entity
killers,O
combined,O
with,O
psycho,O
-,O
active,O
drugs,O
in,O
chronic,O
non,O
malignant,O
pain,I-Entity
",",O
especially,O
if,O
pain,I-Entity
is,O
under,O
control,O
.,O
Apparent,O
cure,O
of,O
rheumatoid,B-Entity
arthritis,I-Entity
by,O
bone,O
marrow,O
transplantation,O
.,O
We,O
describe,O
the,O
induction,O
of,O
sustained,O
remissions,O
and,O
possible,O
cure,O
of,O
severe,O
erosive,O
rheumatoid,B-Entity
arthritis,I-Entity
(,O
RA,I-Entity
),O
by,O
bone,O
marrow,O
transplantation,O
(,O
BMT,O
),O
in,O
2,O
patients,O
.,O
BMT,O
was,O
used,O
to,O
treat,O
severe,O
aplastic,B-Entity
anemia,I-Entity
which,O
was,O
caused,O
by,O
gold,I-Entity
in,O
one,O
case,O
and,O
D,B-Entity
-,I-Entity
penicillamine,I-Entity
in,O
the,O
other,O
.,O
In,O
the,O
8,O
and,O
6,O
years,O
since,O
the,O
transplants,O
(,O
representing,O
8,O
and,O
4,O
years,O
since,O
cessation,O
of,O
all,O
immunosuppressive,O
therapy,O
",",O
respectively,O
),O
",",O
the,O
RA,I-Entity
in,O
each,O
case,O
has,O
been,O
completely,O
quiescent,O
.,O
Although,O
short,O
term,O
remission,O
of,O
severe,O
RA,I-Entity
following,O
BMT,O
has,O
been,O
reported,O
",",O
these,O
are,O
the,O
first,O
cases,O
for,O
which,O
prolonged,O
followup,O
has,O
been,O
available,O
.,O
This,O
experience,O
raises,O
the,O
question,O
of,O
the,O
role,O
of,O
BMT,O
itself,O
as,O
a,O
therapeutic,O
option,O
for,O
patients,O
with,O
uncontrolled,O
destructive,O
synovitis,I-Entity
.,O
Urinary,O
enzymes,O
and,O
protein,O
patterns,O
as,O
indicators,O
of,O
injury,B-Entity
to,I-Entity
different,I-Entity
regions,I-Entity
of,I-Entity
the,I-Entity
kidney,I-Entity
.,O
Acute,B-Entity
experimental,I-Entity
models,I-Entity
of,I-Entity
renal,I-Entity
damage,I-Entity
to,O
the,O
proximal,O
tubular,O
",",O
glomerular,O
",",O
and,O
papillary,O
regions,O
of,O
the,O
rat,O
were,O
produced,O
by,O
administration,O
of,O
hexachloro-1:3-butadiene,I-Entity
(,O
HCBD,I-Entity
),O
",",O
puromycin,B-Entity
aminonucleoside,I-Entity
(,O
PAN,I-Entity
),O
",",O
and,O
2-bromoethylamine,I-Entity
(,O
BEA,I-Entity
),O
",",O
respectively,O
.,O
Several,O
routine,O
indicators,O
of,O
nephrotoxicity,I-Entity
",",O
the,O
enzymes,O
alkaline,O
phosphatase,O
and,O
N,O
-,O
acetyl,O
-,O
beta,O
-,O
glucosaminidase,O
",",O
and,O
the,O
molecular,O
weight,O
of,O
protein,B-Entity
excretion,I-Entity
were,O
determined,O
on,O
urine,O
samples,O
.,O
Tubular,O
damage,O
produced,O
by,O
HCBD,I-Entity
or,O
BEA,I-Entity
was,O
discriminated,O
both,O
quantitatively,O
and,O
qualitatively,O
from,O
glomerular,B-Entity
damage,I-Entity
produced,O
by,O
PAN,I-Entity
.,O
The,O
latter,O
was,O
characterized,O
by,O
a,O
pronounced,O
increase,O
in,O
protein,B-Entity
excretion,I-Entity
",",O
especially,O
proteins,O
with,O
molecular,O
weight,O
greater,O
than,O
"40,000",O
Da,O
.,O
In,O
contrast,O
",",O
protein,B-Entity
excretion,I-Entity
in,O
tubular,O
damage,O
was,O
raised,O
only,O
slightly,O
and,O
characterized,O
by,O
excretion,B-Entity
of,I-Entity
proteins,I-Entity
of,O
a,O
wide,O
range,O
of,O
molecular,O
weights,O
.,O
Proximal,O
tubular,O
damage,O
caused,O
by,O
HCBD,I-Entity
and,O
papillary,O
damage,O
caused,O
by,O
BEA,I-Entity
were,O
distinguished,O
both,O
by,O
conventional,O
urinalysis,O
(,O
volume,O
and,O
specific,O
gravity,O
),O
and,O
by,O
measurement,O
of,O
the,O
two,O
urinary,O
enzymes,O
.,O
Alkaline,O
phosphatase,O
and,O
glucose,I-Entity
were,O
markedly,O
and,O
transiently,O
elevated,O
in,O
proximal,O
tubular,O
damage,O
and,O
N,O
-,O
acetyl,O
-,O
beta,O
-,O
glucosaminidase,O
showed,O
a,O
sustained,O
elevation,O
in,O
papillary,O
damage,O
.,O
It,O
is,O
concluded,O
that,O
both,O
selective,O
urinary,O
enzymes,O
and,O
the,O
molecular,O
weight,O
pattern,O
of,O
urinary,O
proteins,O
can,O
be,O
used,O
to,O
provide,O
diagnostic,O
information,O
about,O
the,O
possible,O
site,O
of,O
renal,B-Entity
damage,I-Entity
.,O
Neuromuscular,B-Entity
blockade,I-Entity
with,O
magnesium,B-Entity
sulfate,I-Entity
and,O
nifedipine,I-Entity
.,O
A,O
patient,O
who,O
received,O
tocolysis,O
with,O
nifedipine,I-Entity
developed,O
neuromuscular,B-Entity
blockade,I-Entity
after,O
500,O
mg,O
of,O
magnesium,B-Entity
sulfate,I-Entity
was,O
administered,O
.,O
This,O
reaction,O
demonstrates,O
that,O
nifedipine,I-Entity
can,O
seriously,O
potentiate,O
the,O
toxicity,I-Entity
of,O
magnesium,I-Entity
.,O
Ifosfamide,I-Entity
continuous,O
infusion,O
without,O
mesna,I-Entity
.,O
Twenty,O
patients,O
received,O
27,O
courses,O
of,O
ifosfamide,I-Entity
administered,O
as,O
a,O
24-hour,O
continuous,O
infusion,O
for,O
14,O
days,O
without,O
Mesna,I-Entity
.,O
The,O
goal,O
of,O
the,O
study,O
was,O
to,O
deliver,O
a,O
dose,O
rate,O
and,O
total,O
cumulative,O
dose,O
of,O
ifosfamide,I-Entity
that,O
would,O
be,O
comparable,O
to,O
standard,O
bolus,O
